id,lng,lat,speed
0,114.031799,22.524799,42
0,114.038696,22.5315,52
0,114.047302,22.531799,59
0,114.055099,22.5315,50
0,114.0625,22.531799,46
0,114.066399,22.5317,37
0,114.028702,22.522499,13
0,114.027901,22.5228,5
0,114.026299,22.5238,2
0,114.036499,22.524401,0
